Reef,Zone,Latitude,Longitude,median_ubed90,per_suitable,temp_median,Secchi_median
EAST CAY REEF,Back,-21.48321666,152.562923,0.225581225,0.3145,25.58554649,16.54117393
EGRET REEF,Flank2,-15.47965127,145.4044416,0.106386239,NA,26.8048439,15.21032715
EGRET REEF,Flank1,-15.46998871,145.4345398,0.34239424,NA,26.86368942,15.21032715
EGRET REEF,Front,-15.4854838,145.4218932,0.347143561,NA,26.83073044,15.21032715
EGRET REEF,Back,-15.46888744,145.4216164,0.054641762,NA,NA,15.21032715
ELIZABETH REEF,Front,-19.33713597,149.0513843,0.580891788,1,26.17093468,18.95405006
ELIZABETH REEF,Flank1,-19.32539229,149.0567955,0.483729072,1,26.20402813,18.95405006
ELIZABETH REEF,Flank2,-19.33840486,149.0420348,0.242380694,0.670833333,27.19555473,18.95405006
ELIZABETH REEF,Back,-19.33185033,149.0494637,0.276309542,0.8644,26.11278248,18.95405006
ELLISON REEF,Front,-17.72849853,146.4059955,NA,0.708469388,27.0718441,18.59305
ELLISON REEF,Back,-17.72507009,146.3979986,NA,0.22402439,26.94796562,18.59305
ELLISON REEF,Flank1,-17.70778995,146.4082857,NA,0.362222222,26.99277306,18.59305
ELLISON REEF,Flank2,-17.74125027,146.3793864,NA,0.3925,26.82414913,18.59305
ERSKINE REEF,Back,-23.50158598,151.7700848,0.299218126,0.524137931,24.89285564,17.20972252
ERSKINE REEF,Front,-23.50513762,151.7815988,0.586244896,0.997826087,24.896451,17.20972252
ERSKINE REEF,Flank1,-23.49939069,151.7794165,0.424103811,0.828571429,24.89037609,17.20972252
ERSKINE REEF,Flank2,-23.50806427,151.7735117,0.375255689,1,24.90138817,17.20972252
EVENING REEF,Flank2,-15.91004587,145.6588511,0.28766565,0.869210526,26.85419083,18.78546715
EVENING REEF,Flank1,-15.89646834,145.6686582,0.30301556,0.805,26.93093967,18.78546715
EVENING REEF,Front,-15.90367594,145.6752245,0.533279106,1,26.91785049,18.78546715
EVENING REEF,Back,-15.90257769,145.6495074,0.272017106,0.7259375,26.83470058,18.78546715
EYE REEF,Back,-14.89588374,145.4753017,0.137974553,0.515454545,26.8279562,19.035532
EYE REEF,Front,-14.89362118,145.4813864,0.459398508,0.554,26.83277225,19.035532
EYE REEF,Flank1,-14.88849145,145.4782262,0.075810336,0.441666667,26.83529186,19.035532
EYE REEF,Flank2,-14.9003803,145.4804661,0.225359663,0.893333333,26.8279562,19.035532
EYRIE REEF,Back,-14.71381657,145.3695209,0.116774168,0.423492063,26.7704649,14.85327911
EYRIE REEF,Front,-14.71051124,145.3916614,0.384164259,0.652592593,NA,14.85327911
EYRIE REEF,Flank1,-14.69150216,145.379136,0.123576842,0.50925,26.78559875,14.85327911
EYRIE REEF,Flank2,-14.73153391,145.3709609,0.210304633,0.581,26.78112602,14.85327911
FAIRFAX ISLANDS REEF,Flank2,-23.8681345,152.3594397,0.329038143,0.852727273,24.24838829,13.40730095
FAIRFAX ISLANDS REEF,Front,-23.86208911,152.3773118,0.610202238,0.999,24.18908596,13.40730095
FAIRFAX ISLANDS REEF,Flank1,-23.84917411,152.3786808,0.573845744,0.985862069,NA,13.40730095
FAIRFAX ISLANDS REEF,Back,-23.85787229,152.3644592,0.2764946,0.4375,24.22139454,13.40730095
FAITH REEF,Flank1,-19.27092911,148.3552045,0.360426188,0.915,26.43334961,19.68362999
FAITH REEF,Back,-19.27681753,148.3464555,0.204782665,0.506170213,26.48578739,19.68362999
FAITH REEF,Front,-19.2835237,148.3565905,0.613052845,1,26.49679852,19.68362999
FAITH REEF,Flank2,-19.28829599,148.3469706,0.294077232,0.994285714,26.49164963,19.68362999
FARQUHARSON REEF (NO 1),Front,-17.79420565,146.5267941,NA,0.874603175,26.88779068,18.36795998
FARQUHARSON REEF (NO 1),Flank2,-17.80831748,146.498927,NA,0.369302326,26.86027336,18.36795998
FARQUHARSON REEF (NO 1),Flank1,-17.78179428,146.5257168,NA,0.347391304,26.91948986,18.36795998
FARQUHARSON REEF (NO 1),Back,-17.79374325,146.5057408,NA,0.198256881,26.80666828,18.36795998
FEATHER REEF,Flank1,-17.52060544,146.3878768,0.349949814,0.33,26.97150612,17.49609184
FEATHER REEF,Front,-17.53893428,146.3930707,0.403287277,0.980277778,26.95290661,17.49609184
FEATHER REEF,Flank2,-17.54865735,146.3762493,0.284826152,0.597142857,26.80438519,17.49609184
FEATHER REEF,Back,-17.53367614,146.3853352,0.295581639,0.278877551,27.0718441,17.49609184
FITZROY ISLAND REEF,Back,-16.92848553,145.9886842,0.147673376,NA,26.85295582,13.21352291
FITZROY ISLAND REEF,Front,-16.93376907,146.0000927,0.404043362,NA,27.0718441,13.21352291
FITZROY ISLAND REEF,Flank2,-16.93888004,145.984215,0.289888836,NA,26.9167757,13.21352291
FITZROY ISLAND REEF,Flank1,-16.92286215,145.999112,0.227063052,NA,26.84158993,13.21352291
FLORA REEF,Flank1,-17.16847165,146.3021866,0.458233401,0.933333333,27.06546974,18.26073456
FLORA REEF,Back,-17.18067007,146.2883863,0.242144596,0.162244898,26.95184708,18.26073456
FLORA REEF,Flank2,-17.20049335,146.2894915,0.264653914,0.866842105,26.8582859,18.26073456
FLORA REEF,Front,-17.18746107,146.3027457,0.353867114,0.960833333,27.03593826,18.26073456
FLY REEF,Flank2,-14.50547784,145.1510286,0.120307088,1,26.79031181,18.10122681
FLY REEF,Back,-14.50217422,145.1525621,0.266348146,0.537142857,26.79031181,18.10122681
FLY REEF,Front,-14.51026764,145.1604617,0.289945461,0.907307692,26.79633427,18.10122681
FLY REEF,Flank1,-14.50386805,145.1598416,0.3113425,0.871666667,26.78278255,18.10122681
FLYNN REEF,Back,-16.73567631,146.2636713,0.259234726,0.966666667,27.0486002,24.39599037
FLYNN REEF,Flank1,-16.72929381,146.2685033,0.289526522,0.804375,27.04764843,24.39599037
FLYNN REEF,Front,-16.73285268,146.2755346,0.729859829,1,27.05608368,24.39599037
FLYNN REEF,Flank2,-16.73870884,146.2670825,0.640705571,0.96,27.05069351,24.39599037
FORE AND AFT REEF,Back,-18.48832941,147.0476705,0.351898938,0.552272727,26.79013538,20.40481186
FORE AND AFT REEF,Flank1,-18.49351722,147.0469571,0.35881485,0.915111111,26.79013538,20.40481186
FORE AND AFT REEF,Front,-18.50598496,147.0356659,0.569983885,0.998,26.69270611,20.40481186
FORE AND AFT REEF,Flank2,-18.50371849,147.0331599,0.283630036,0.313846154,26.65896225,20.40481186
FORK REEF,Flank2,-18.6218052,147.5620507,0.298460916,0.7325,26.8478651,20.30137634
FORK REEF,Front,-18.62339413,147.5693656,0.442041025,0.996875,26.67297554,20.30137634
FORK REEF,Back,-18.60968155,147.5675425,0.242831118,0.775172414,26.67159748,20.30137634
FORK REEF,Flank1,-18.61188755,147.5774634,0.711356521,0.998333333,26.68293858,20.30137634
FORRESTER REEF,Flank1,-15.15996067,145.5137192,0.386006966,0.643529412,26.84863949,17.36497116
FORRESTER REEF,Flank2,-15.16956199,145.4785706,0.163280763,0.604888889,26.75726604,17.36497116
FORRESTER REEF,Front,-15.1807699,145.4981629,0.280513465,0.83787234,26.7992487,17.36497116
FORRESTER REEF,Back,-15.15466439,145.495351,0.19338914,0.664130435,26.76473522,17.36497116
GANNETT CAY REEF,Front,-21.98637439,152.4776283,0.200015858,1,25.61048889,16.83485794
GANNETT CAY REEF,Flank1,-21.98117877,152.4817448,0.431029037,0.988421053,25.60511875,16.83485794
GANNETT CAY REEF,Back,-21.98031421,152.4728256,0.194494929,0.625454545,25.60694408,16.83485794
GANNETT CAY REEF,Flank2,-21.98524635,152.4722403,0.188761603,0.985,25.61048889,16.83485794
GILBEY REEF,Flank2,-17.58795118,146.5734347,0.297855921,0.752,26.97813988,22.4870472
GILBEY REEF,Front,-17.58583641,146.5884039,0.587663397,1,26.96669102,22.4870472
GILBEY REEF,Flank1,-17.57017128,146.5872517,0.564524502,0.9985,26.94707012,22.4870472
GILBEY REEF,Back,-17.57723881,146.5824456,0.262101151,0.588648649,26.95299816,22.4870472
GREEN ISLAND REEF,Flank2,-16.76754435,145.972934,0.300260365,0.77,26.81721306,19.00940895
GREEN ISLAND REEF,Back,-16.75311493,145.9681215,0.250369623,0.399411765,26.8173027,19.00940895
GREEN ISLAND REEF,Front,-16.77054911,145.9913538,0.460570395,0.889746835,27.0718441,19.00940895
GREEN ISLAND REEF,Flank1,-16.75657934,145.985632,0.297740459,0.35775,27.0718441,19.00940895
GRUB REEF(18077),Flank1,-18.62137059,147.4340272,0.239049569,0.753,26.62713051,20.96000862
GRUB REEF(18077),Back,-18.63485021,147.4224559,0.236964166,0.417352941,26.65083218,20.96000862
GRUB REEF(18077),Flank2,-18.646451,147.4242008,0.314768016,1,26.7161274,20.96000862
GRUB REEF(18077),Front,-18.63050757,147.4380864,0.611582547,0.998695652,26.65373135,20.96000862
HARDY REEF,Back,-19.74101173,149.1860641,0.14768821,0.816984127,26.30144691,20.63848114
HARDY REEF,Front,-19.7802319,149.27142,0.554290801,0.990508475,26.47184372,20.63848114
HARDY REEF,Flank1,-19.73555688,149.2260676,0.397701144,0.928850575,26.7959671,20.63848114
HARDY REEF,Flank2,-19.77690989,149.2308203,0.217825864,0.796181818,26.3090601,20.63848114
HARRIER REEF,Front,-15.13831906,145.6931442,0.413168408,1,26.93409634,18.71231651
HARRIER REEF,Flank1,-15.13337421,145.697692,0.316401102,0.886923077,26.93409634,18.71231651
HARRIER REEF,Back,-15.13426356,145.6918792,0.218699034,0.876,26.93409634,18.71231651
HARRIER REEF,Flank2,-15.13853598,145.6876997,0.24469896,0.834,26.93166447,18.71231651
HASTINGS REEF,Back,-16.51693227,146.0098491,0.262506649,0.348723404,26.95936775,22.85497475
HASTINGS REEF,Flank2,-16.53065535,145.9945753,0.349532172,0.941034483,26.97969055,22.85497475
HASTINGS REEF,Front,-16.51624195,146.0205564,0.522189319,0.981376147,26.90830231,22.85497475
HASTINGS REEF,Flank1,-16.50019301,146.0159498,0.411004648,0.802105263,26.98202896,22.85497475
HAVANNAH REEF,Flank1,-18.83600211,146.5448906,0.459170669,NA,27.0718441,14.76190567
HAVANNAH REEF,Back,-18.8334354,146.5325162,0.234190997,NA,27.15790462,14.76190567
HAVANNAH REEF,Front,-18.84672797,146.5499922,0.512276411,NA,27.0718441,14.76190567
HAVANNAH REEF,Flank2,-18.84315347,146.5372551,0.252160892,NA,27.1437645,14.76190567
HAYMAN ISLAND REEF,Back,-20.06039112,148.8772091,0.139333002,NA,26.3339138,15.20605946
HAYMAN ISLAND REEF,Flank2,-20.06823939,148.8890514,0.036417935,NA,26.29915619,15.20605946
HAYMAN ISLAND REEF,Flank1,-20.05703317,148.900186,0.480849758,NA,26.33671665,15.20605946
HAYMAN ISLAND REEF,Front,-20.06792801,148.9001258,0.225209646,NA,26.29984951,15.20605946
HEDGE REEF,Flank1,-13.80117634,144.0085218,0.198508419,0.779672131,26.97753429,17.34556198
HEDLEY REEF,Flank2,-17.25422421,146.4595903,0.379341975,0.8,26.97162056,17.66650009
HEDLEY REEF,Flank1,-17.21807619,146.4752743,0.600098193,0.995,27.03033733,17.66650009
HEDLEY REEF,Front,-17.24141008,146.4734362,0.615326345,0.964404762,26.93997574,17.66650009
HEDLEY REEF,Back,-17.23709705,146.4705552,0.31114091,0.534719101,26.93208981,17.66650009
HELIX REEF,Front,-18.62131794,147.2987448,0.442183778,0.9975,26.88447475,21.9102726
HELIX REEF,Flank1,-18.62080724,147.2949102,0.343328729,1,26.44608974,21.9102726
HELIX REEF,Flank2,-18.62678839,147.298792,0.48038508,1,26.88447475,21.9102726
HELIX REEF,Back,-18.62556538,147.2947014,0.365028121,0.971428571,26.88447475,21.9102726
HELSDON REEF,Front,-14.95459836,145.5000762,0.368345022,0.93725,26.81579781,18.31357574
HELSDON REEF,Flank2,-14.9506171,145.4835436,0.168149505,0.463584906,26.76675224,18.31357574
HELSDON REEF,Flank1,-14.93815341,145.5004931,0.41667629,0.660344828,26.83644485,18.31357574
HELSDON REEF,Back,-14.93742539,145.4886612,0.154749535,0.416190476,26.75951481,18.31357574
HOLBOURNE ISLAND REEF,Back,-19.72868668,148.3555493,0.272378877,NA,26.4981575,19.87989616
HOLBOURNE ISLAND REEF,Front,-19.73043862,148.3650272,0.50339973,NA,26.4981575,19.87989616
HOLBOURNE ISLAND REEF,Flank1,-19.72512656,148.3599391,0.259948403,NA,26.4981575,19.87989616
HOLBOURNE ISLAND REEF,Flank2,-19.7331523,148.3641916,0.461053208,NA,26.5553484,19.87989616
HOPE REEF(19046),Back,-19.32141738,148.4305638,0.146702915,0.330714286,26.42010689,20.05134583
HOPE REEF(19046),Front,-19.32687828,148.44095,0.568436444,1,26.41371918,20.05134583
HOPE REEF(19046),Flank2,-19.33031427,148.4301381,0.164713427,0.75,26.42296124,20.05134583
HOPE REEF(19046),Flank1,-19.31530243,148.4386683,0.319635369,0.631428571,26.38904667,20.05134583
HORSESHOE,Flank2,-22.05122115,152.573169,0.27683232,0.777674419,25.52953625,16.10919952
HORSESHOE,Flank1,-22.02580676,152.6127487,0.42276907,0.895384615,25.56050491,16.10919952
HORSESHOE,Back,-22.03718281,152.600606,0.208748922,0.195093168,25.55438614,16.10919952
HORSESHOE,Front,-22.04690078,152.5971643,0.34901461,0.980784314,25.54366398,16.10919952
HOSKYN ISLANDS REEF,Flank2,-23.81138757,152.2845598,0.349619091,0.912631579,24.34712124,13.22718334
HOSKYN ISLANDS REEF,Back,-23.80198253,152.2900573,0.276969276,0.815714286,24.29155064,13.22718334
HOSKYN ISLANDS REEF,Front,-23.80924674,152.3000851,0.574693292,1,24.28862667,13.22718334
HOSKYN ISLANDS REEF,Flank1,-23.79848874,152.3035639,0.713403195,1,24.28546715,13.22718334
HYDE REEF,Back,-19.75349224,150.0758231,0.249311462,0.865,25.8786335,15.37129498
HYDE REEF,Flank1,-19.74234391,150.0875159,0.501472332,1,25.87032223,15.37129498
HYDE REEF,Flank2,-19.7691559,150.0852695,0.47667855,0.981071429,25.85605621,15.37129498
HYDE REEF,Front,-19.75726883,150.0987426,0.644909978,0.999444444,25.84143448,15.37129498
IRENE REEF,Flank2,-15.65679987,145.7191142,0.503351063,0.993703704,26.88046741,20.30509758
IRENE REEF,Flank1,-15.63575029,145.7226452,0.184797175,1,26.87665367,20.30509758
IRENE REEF,Front,-15.64359884,145.7297375,0.569752142,0.939756098,26.87895012,20.30509758
IRENE REEF,Back,-15.64759701,145.7200941,0.224255301,0.765416667,26.82803631,20.30509758
JACQUELINE REEF,Front,-19.21846805,148.9093276,0.56835568,1,26.28755856,20.00762749
JACQUELINE REEF,Flank2,-19.22577044,148.8962186,0.231745467,0.917727273,26.28109646,20.00762749
JACQUELINE REEF,Back,-19.21665393,148.905172,0.297584981,0.964631579,26.2776947,20.00762749
JACQUELINE REEF,Flank1,-19.19812234,148.9089426,0.487072915,0.997777778,26.29738998,20.00762749
JAGUAR REEF,Back,-18.97503919,148.4253298,0.253042933,0.7385,26.6857729,22.29999542
JAGUAR REEF,Front,-18.97672512,148.4324569,0.53571327,1,26.6857729,22.29999542
JAGUAR REEF,Flank2,-18.98161425,148.426493,0.233748011,0.747857143,26.80243778,22.29999542
JAGUAR REEF,Flank1,-18.96752821,148.4229856,0.352993637,1,26.76574326,22.29999542
JENKINS REEF,Back,-21.95416074,152.5928798,0.311129332,0.910909091,25.72421837,16.20916939
JENKINS REEF,Flank1,-21.94796221,152.6077725,0.43524918,0.9905,25.54924583,16.20916939
JENKINS REEF,Front,-21.95369992,152.6131976,0.579029158,1,25.53931427,16.20916939
JENKINS REEF,Flank2,-21.95980825,152.5967675,0.274729103,0.9784375,25.55929184,16.20916939
JOHN BREWER REEF,Back,-18.62053086,147.0494995,0.217309877,0.775308642,26.78564835,21.32984924
JOHN BREWER REEF,Front,-18.63948101,147.0643563,0.502772853,0.980617284,26.71969318,21.32984924
JOHN BREWER REEF,Flank2,-18.64046589,147.0333343,0.233952209,0.805555556,26.6522274,21.32984924
JOHN BREWER REEF,Flank1,-18.61765589,147.0783444,0.51928246,0.985333333,26.81320286,21.32984924
KANGAROO REEF (WEST),Front,-19.26109912,148.5560566,0.363960654,0.862857143,26.23641777,18.55727386
KANGAROO REEF (WEST),Flank2,-19.26576027,148.54459,0.255167529,0.784285714,26.23223019,18.55727386
KANGAROO REEF (WEST),Flank1,-19.25349046,148.5535961,0.226750761,0.496666667,26.2371254,18.55727386
KANGAROO REEF (WEST),Back,-19.2608992,148.5474831,0.163637366,0.205625,26.23641777,18.55727386
KAY REEF,Back,-12.21791941,143.2640661,0.059041861,NA,27.20039845,12.392272
KAY REEF,Flank2,-12.23646798,143.2801945,0.034822103,NA,NA,12.392272
KAY REEF,Front,-12.23736499,143.3047951,0.262819752,NA,27.34144402,12.392272
KAY REEF,Flank1,-12.22212715,143.2854612,0.173455887,NA,27.34737778,12.392272
KELSO REEF,Back,-18.43410478,146.9953436,0.205790646,0.341976744,26.64796925,20.51555252
KELSO REEF,Flank1,-18.4209,146.9898068,0.353047803,0.977741935,26.74171448,20.51555252
KELSO REEF,Front,-18.43237373,147.0026768,0.461964309,0.994186047,26.68715,20.51555252
KELSO REEF,Flank2,-18.44777312,146.9984888,0.21023792,0.899117647,26.74512005,20.51555252
KNIFE REEF,Flank1,-18.57231664,147.5778508,0.363389492,1,26.6848402,20.32853317
KNIFE REEF,Flank2,-18.5887394,147.5686039,0.335290104,0.959285714,26.65640545,20.32853317
KNIFE REEF,Front,-18.58304824,147.5790277,0.751461819,1,26.65396881,20.32853317
KNIFE REEF,Back,-18.58000857,147.5728945,0.242862586,0.828108108,26.67928219,20.32853317
LADY MUSGRAVE REEF,Flank1,-23.88876988,152.4261641,0.661286652,1,24.22328854,13.47853851
LADY MUSGRAVE REEF,Flank2,-23.91311718,152.3871053,0.369076669,0.821153846,24.24175072,13.47853851
LADY MUSGRAVE REEF,Front,-23.91244678,152.4164306,0.65353547,1,27.0718441,13.47853851
LADY MUSGRAVE REEF,Back,-23.89566002,152.4011108,0.27323924,0.812615385,24.19871521,13.47853851
LAGOON REEF,Front,-12.3909678,143.7785713,0.528370976,1,27.17028046,20.61562729
LAGOON REEF,Flank1,-12.37705259,143.7747986,0.255745754,0.989642857,27.17842293,20.61562729
LAGOON REEF,Flank2,-12.39716011,143.7564469,0.25108828,0.877894737,27.117486,20.61562729
LAGOON REEF,Back,-12.37941934,143.7566155,0.132379003,0.918793103,27.11738873,20.61562729
LANGFORD-BIRD REEF,Flank1,-20.08236326,148.8794243,0.099310368,NA,26.23314095,14.10413074
LANGFORD-BIRD REEF,Back,-20.08448716,148.8728289,0.148282178,NA,26.23314095,14.10413074
LANGFORD-BIRD REEF,Front,-20.09288995,148.8815394,0.182142992,NA,26.23071957,14.10413074
LANGFORD-BIRD REEF,Flank2,-20.09327918,148.8722559,0.217719831,NA,26.23071957,14.10413074
LENA REEF,Flank2,-15.66569926,145.8092762,0.531087235,1,26.98986816,21.67823601
LENA REEF,Back,-15.64864083,145.8087647,0.256285846,0.75893617,26.95259953,21.67823601
LENA REEF,Front,-15.64700639,145.8158344,0.647385165,1,26.94695663,21.67823601
LENA REEF,Flank1,-15.62929919,145.8137323,0.422964253,0.946666667,26.93802166,21.67823601
LINNET REEF,Flank2,-14.79497015,145.3409909,0.278937966,NA,27.00969696,15.24437714
LINNET REEF,Front,-14.79161309,145.3509936,0.386874549,NA,26.8263483,15.24437714
LINNET REEF,Flank1,-14.78049089,145.3482509,0.07723859,NA,27.0718441,15.24437714
LINNET REEF,Back,-14.78390475,145.3363872,0.172383964,NA,26.76308632,15.24437714
LITTLE KELSO REEF,Flank1,-18.46474911,147.0040176,0.358195536,0.9865,26.81606865,20.14215469
LITTLE KELSO REEF,Front,-18.47575078,146.9963931,0.21758315,0.9756,26.78812981,20.14215469
LITTLE KELSO REEF,Back,-18.46473533,146.9931513,0.229840823,0.255,26.80856991,20.14215469
LITTLE KELSO REEF,Flank2,-18.47434113,146.9869289,0.150274314,0.723684211,26.78812981,20.14215469
LIZARD ISLAND,Back,-14.67012069,145.4449432,0.101979876,0.530479042,26.87339497,NA
LIZARD ISLAND,Front,-14.69038721,145.4679973,0.32803607,0.949375,26.84929657,NA
LIZARD ISLAND,Flank2,-14.69638723,145.4456517,0.155921422,0.873170732,26.7617178,NA
LIZARD ISLAND,Flank1,-14.65718042,145.4679873,0.183278784,0.930350877,26.90920067,NA
LOG REEF (SOUTH),Flank2,-12.69949117,143.8364772,0.304713801,0.949245283,27.18713665,23.44456291
LOG REEF (SOUTH),Flank1,-12.6594564,143.8381472,0.189117994,0.82,27.15461445,23.44456291
LOG REEF (SOUTH),Back,-12.68105277,143.8431183,0.105995946,0.361428571,27.15954971,23.44456291
LOG REEF (SOUTH),Front,-12.67834868,143.8558521,0.474107102,0.985,27.2138319,23.44456291
LOW ISLANDS REEF,Front,-16.39345662,145.5686813,0.548156351,NA,26.84582615,12.49896049
LOW ISLANDS REEF,Flank1,-16.38481892,145.5709407,0.495904081,NA,26.80687714,12.49896049
LOW ISLANDS REEF,Flank2,-16.38784525,145.5582099,0.353280813,NA,26.85400677,12.49896049
LOW ISLANDS REEF,Back,-16.38228749,145.5635667,0.159448981,NA,26.79824924,12.49896049
MACGILLIVRAY REEF,Flank2,-14.65586933,145.4918579,0.244033158,1,26.81905842,21.63214684
MACGILLIVRAY REEF,Flank1,-14.65046711,145.4935705,NA,0.964,26.88184738,21.63214684
MACGILLIVRAY REEF,Back,-14.65049767,145.4886181,NA,0.787058824,26.81905842,21.63214684
MACGILLIVRAY REEF,Front,-14.65561487,145.4956522,0.317091674,0.985,26.88184738,21.63214684
MACKAY REEF,Flank1,-16.03939531,145.6536491,0.442900062,0.968,26.95243168,19.85865974
MACKAY REEF,Front,-16.04724938,145.6493476,0.363605447,0.885714286,26.9390173,19.85865974
MACKAY REEF,Back,-16.04313365,145.6467666,0.265867427,0.563809524,26.94159031,19.85865974
MACKAY REEF,Flank2,-16.04960571,145.641356,0.293716803,0.733636364,26.93472481,19.85865974
MACKAY REEFS,Flank1,-15.13966153,145.5941207,0.173796833,0.343333333,26.85795212,18.03475571
MACKAY REEFS,Flank2,-15.16112883,145.5690739,0.269852404,0.538888889,26.81444931,18.03475571
MACKAY REEFS,Front,-15.15872541,145.5860777,0.3473382,0.68475,26.82913494,18.03475571
MACKAY REEFS,Back,-15.14831046,145.5868449,0.177898943,0.292222222,26.83450222,18.03475571
MANTIS REEF,Flank1,-12.31321034,143.8745468,0.130791403,0.375116279,27.20726299,22.8725872
MANTIS REEF,Front,-12.34291739,143.8643614,0.25844945,0.948780488,27.21675301,22.8725872
MANTIS REEF,Back,-12.32496737,143.8597959,0.134576589,0.367358491,27.20184803,22.8725872
MANTIS REEF,Flank2,-12.32745908,143.8541177,0.147336915,0.8228,27.22874355,22.8725872
MARTIN REEF(14123),Flank1,-14.75355965,145.3510638,0.143432565,NA,NA,12.55595398
MARTIN REEF(14123),Flank2,-14.77860926,145.358902,0.350241654,NA,26.90599918,12.55595398
MARTIN REEF(14123),Back,-14.76318032,145.3404087,0.064079881,NA,26.88519478,12.55595398
MARTIN REEF(14123),Front,-14.76626936,145.3725758,0.360308141,NA,27.0718441,12.55595398
MARX REEF,Flank2,-15.20054489,145.6190265,0.216540415,0.990833333,26.93603325,17.3005085
MARX REEF,Back,-15.19624548,145.6128442,0.295376211,0.855882353,26.93603325,17.3005085
MARX REEF,Flank1,-15.19562926,145.6236729,0.39520213,0.600625,26.94781876,17.3005085
MARX REEF,Front,-15.19993695,145.6281393,0.321689993,1,26.94908524,17.3005085
MAST HEAD REEF,Back,-23.53319236,151.7316371,0.411310583,0.586444444,27.0718441,16.33994484
MAST HEAD REEF,Flank2,-23.54418734,151.725065,0.401904084,0.861481481,24.94635677,16.33994484
MAST HEAD REEF,Flank1,-23.53908998,151.761352,0.563496962,0.876470588,24.91715813,16.33994484
MAST HEAD REEF,Front,-23.54933818,151.7537089,0.465291113,1,25.96671104,16.33994484
MCCULLOCH,Flank1,-17.29200085,146.4657245,0.388049699,0.508571429,26.95162964,17.20965385
MCCULLOCH,Front,-17.29691609,146.46782,0.603446126,0.935913978,26.94685173,17.20965385
MCCULLOCH,Flank2,-17.29499175,146.4315865,0.434936859,0.672474227,26.91464806,17.20965385
MCCULLOCH,Back,-17.28736126,146.4371616,0.353364989,0.525645161,27.10614491,17.20965385
MCSWEENEY REEF,Front,-11.03023668,143.258543,0.32607878,0.842777778,27.3865881,20.94146919
MCSWEENEY REEF,Flank2,-11.02828334,143.2444312,0.240738746,0.681363636,27.38872051,20.94146919
MCSWEENEY REEF,Back,-11.01937531,143.2411667,0.153030757,0.612222222,27.3937664,20.94146919
MCSWEENEY REEF,Flank1,-11.02213706,143.2536231,0.238086239,0.47173913,27.39127064,20.94146919
MICHAELMAS REEF,Flank2,-16.61152046,145.9796339,0.202073313,0.883823529,26.92742538,16.72480583
MICHAELMAS REEF,Back,-16.58423546,146.0130042,0.255543642,0.116270492,26.9495163,16.72480583
MICHAELMAS REEF,Flank1,-16.55326302,146.053248,0.568503767,0.9690625,27.00889397,16.72480583
MICHAELMAS REEF,Front,-16.58746977,146.0330115,0.492912754,0.954558824,26.96738148,16.72480583
MIDDLE BANKS (2),Front,-11.76438365,143.6541788,0.428374156,0.9525,27.18056107,21.46768951
